0.000000,0.000935,0.000000 
157.000000,-0.000000,0.000000 
314.000000,0.000000,0.000000 
471.000000,0.000000,0.000000 
628.000000,0.000000,-0.000000 
785.000000,-0.057926,-635.009346 
942.000000,0.000000,0.000000 
1099.000000,-0.000000,0.000000 
1256.000000,-0.000000,-0.000000 
1413.000000,-0.000000,0.000000 
1570.000000,0.000933,-0.024962 
1727.000000,-0.000000,0.000000 
1884.000000,0.000000,-0.000000 
2041.000000,0.000000,0.000000 
2198.000000,-0.000000,0.000000 
2355.000000,0.000915,-0.014012 
2512.000000,-0.000000,-0.000000 
2669.000000,0.000000,0.000000 
2826.000000,0.000000,0.000000 
2983.000000,-0.000000,0.000000 
3140.000000,0.000936,-0.009955 
3297.000000,-0.000000,-0.000000 
3454.000000,0.000000,0.000000 
3611.000000,0.000000,-0.000000 
3768.000000,0.000000,-0.000000 
3925.000000,0.000924,-0.007781 
4082.000000,-0.000000,0.000000 
4239.000000,0.000000,-0.000000 
4396.000000,-0.000000,-0.000000 
4553.000000,-0.000000,-0.000000 
4710.000000,0.000924,-0.006391 
4867.000000,0.000000,-0.000000 
5024.000000,-0.000000,0.000000 
5181.000000,0.000000,0.000000 
5338.000000,-0.000000,0.000000 
5495.000000,0.000932,-0.005421 
5652.000000,-0.000000,-0.000000 
5809.000000,-0.000000,-0.000000 
5966.000000,-0.000000,0.000000 
6123.000000,0.000000,-0.000000 
6280.000000,0.000911,-0.004697 
6437.000000,-0.000000,0.000000 
6594.000000,0.000000,-0.000000 
6751.000000,0.000000,-0.000000 
6908.000000,-0.000000,-0.000000 
7065.000000,0.000910,-0.004162 
7222.000000,-0.000000,-0.000000 
7379.000000,-0.000000,0.000000 
7536.000000,-0.000000,-0.000000 
7693.000000,-0.000000,0.000000 
7850.000000,0.000933,-0.003711 
8007.000000,0.000000,-0.000000 
8164.000000,-0.000000,0.000000 
8321.000000,-0.000000,-0.000000 
8478.000000,0.000000,0.000000 
8635.000000,0.000930,-0.003350 
8792.000000,-0.000000,-0.000000 
8949.000000,-0.000000,-0.000000 
9106.000000,0.000000,-0.000000 
9263.000000,-0.000000,0.000000 
9420.000000,0.000928,-0.003058 
9577.000000,-0.000000,-0.000000 
9734.000000,-0.000000,-0.000000 
9891.000000,0.000000,0.000000 
10048.000000,0.000000,-0.000000 
10205.000000,0.000922,-0.002794 
10362.000000,0.000000,0.000000 
10519.000000,-0.000000,0.000000 
10676.000000,0.000000,0.000000 
10833.000000,-0.000000,0.000000 
10990.000000,0.000950,-0.002579 
11147.000000,-0.000000,0.000000 
11304.000000,0.000000,-0.000000 
11461.000000,-0.000000,-0.000000 
11618.000000,0.000000,0.000000 
11775.000000,0.000922,-0.002382 
11932.000000,0.000000,-0.000000 
12089.000000,-0.000000,0.000000 
12246.000000,0.000000,0.000000 
12403.000000,-0.000000,0.000000 
12560.000000,0.000934,-0.002207 
12717.000000,-0.000000,-0.000000 
12874.000000,-0.000000,-0.000000 
13031.000000,0.000000,-0.000000 
13188.000000,-0.000000,0.000000 
13345.000000,0.000925,-0.002087 
13502.000000,-0.000000,0.000000 
13659.000000,-0.000000,-0.000000 
13816.000000,-0.000000,0.000000 
13973.000000,-0.000000,0.000000 
14130.000000,0.000932,-0.001949 
14287.000000,0.000000,0.000000 
14444.000000,0.000000,0.000000 
14601.000000,-0.000000,0.000000 
14758.000000,0.000000,-0.000000 
14915.000000,0.000936,-0.001834 
15072.000000,-0.000000,-0.000000 
15229.000000,0.000000,0.000000 
15386.000000,0.000000,-0.000000 
15543.000000,0.000000,0.000000 
15700.000000,0.000915,-0.001740 
15857.000000,-0.000000,0.000000 
16014.000000,0.000000,0.000000 
16171.000000,0.000000,-0.000000 
16328.000000,-0.000000,0.000000 
16485.000000,0.000940,-0.001624 
16642.000000,0.000000,-0.000000 
16799.000000,0.000000,0.000000 
16956.000000,-0.000000,0.000000 
17113.000000,0.000000,0.000000 
17270.000000,0.000933,-0.001546 
17427.000000,0.000000,-0.000000 
17584.000000,0.000000,0.000000 
17741.000000,0.000000,-0.000000 
17898.000000,-0.000000,0.000000 
18055.000000,0.000925,-0.001465 
18212.000000,0.000000,0.000000 
18369.000000,0.000000,-0.000000 
18526.000000,0.000000,0.000000 
18683.000000,-0.000000,-0.000000 
18840.000000,0.000926,-0.001385 
18997.000000,0.000000,0.000000 
19154.000000,0.000000,0.000000 
19311.000000,-0.000000,-0.000000 
19468.000000,-0.000000,0.000000 
19625.000000,0.000945,-0.001301 
19782.000000,0.000000,-0.000000 
